"Species";"Table";"Phylum";"Note"
"Zoarces viviparus";"Bottom Vegetation";;
"Zoarcidae sp.";"Bottom Vegetation";;
"Zostera angustifolia";"Bottom Vegetation";;
"Zostera marina";"Bottom Vegetation";;
"Zostera nana";"Bottom Vegetation";;
"Zostera noltii";"Bottom Vegetation";;
"Zostera sp.";"Bottom Vegetation";;
"Aglaophamus rubella";"Bottom Fauna";"Annelida";
"Alkmaria romijni";"Bottom Fauna";"Annelida";
"Ampharete acutifrons";"Bottom Fauna";"Annelida";
"Ampharete baltica";"Bottom Fauna";"Annelida";
"Ampharete falcata";"Bottom Fauna";"Annelida";
"Ampharete finmarchica";"Bottom Fauna";"Annelida";
"Ampharete lindstroemi";"Bottom Fauna";"Annelida";
"Ampharete sp.";"Bottom Fauna";"Annelida";
"AMPHARETIDAE";"Bottom Fauna";"Annelida";
"Ampharetidae indet.";"Bottom Fauna";"Annelida";
"Amphicteis gunneri";"Bottom Fauna";"Annelida";
"Amphitrite cirrata";"Bottom Fauna";"Annelida";
"Amphitrite sp.";"Bottom Fauna";"Annelida";
"Amphitritides gracilis";"Bottom Fauna";"Annelida";
"Anobothrus gracilis";"Bottom Fauna";"Annelida";
"Antinoella sarsi";"Bottom Fauna";"Annelida";
"Aonides paucibranchiata";"Bottom Fauna";"Annelida";
"Aphelochaeta marioni";"Bottom Fauna";"Annelida";
"Aphelochaeta multibranchis";"Bottom Fauna";"Annelida";
"Aphelochaeta sp.";"Bottom Fauna";"Annelida";
"Aphelochaeta vivipara";"Bottom Fauna";"Annelida";
"Aphrodita aculeata";"Bottom Fauna";"Annelida";
"APISTOBRANCHIDAE";"Bottom Fauna";"Annelida";
"Apistobranchidae indet.";"Bottom Fauna";"Annelida";
"Apistobranchus sp.";"Bottom Fauna";"Annelida";
"Apistobranchus tullbergi";"Bottom Fauna";"Annelida";
"Arenicola marina";"Bottom Fauna";"Annelida";
"Aricidea cerrutii";"Bottom Fauna";"Annelida";
"Aricidea jeffreysi";"Bottom Fauna";"Annelida";
"Aricidea minuta";"Bottom Fauna";"Annelida";
"Aricidea sp.";"Bottom Fauna";"Annelida";
"Aricidea suecica";"Bottom Fauna";"Annelida";
"Artacama proboscidea";"Bottom Fauna";"Annelida";
"AUTOLYTUS";"Bottom Fauna";"Annelida";
"Autolytus edwardsii";"Bottom Fauna";"Annelida";
"Autolytus prolifer";"Bottom Fauna";"Annelida";
"Autolytus sp.";"Bottom Fauna";"Annelida";
"Axionice maculata";"Bottom Fauna";"Annelida";
"Brada sp.";"Bottom Fauna";"Annelida";
"Brada villosa";"Bottom Fauna";"Annelida";
"Branchiomma bombyx";"Bottom Fauna";"Annelida";
"CAPITELLA";"Bottom Fauna";"Annelida";
"Capitella capitata";"Bottom Fauna";"Annelida";
"Capitella sp.";"Bottom Fauna";"Annelida";
"CAPITELLIDAE";"Bottom Fauna";"Annelida";
"Capitellidae indet.";"Bottom Fauna";"Annelida";
"Capitellides giardi";"Bottom Fauna";"Annelida";
"Capitellides sp.";"Bottom Fauna";"Annelida";
"Capitomastus minimus";"Bottom Fauna";"Annelida";
"Capitomastus sp.";"Bottom Fauna";"Annelida";
"CAULLERIELLA";"Bottom Fauna";"Annelida";
"Caulleriella caput-esocis";"Bottom Fauna";"Annelida";
"Caulleriella killariensis";"Bottom Fauna";"Annelida";
"Caulleriella sp.";"Bottom Fauna";"Annelida";
"Ceratocephale loveni";"Bottom Fauna";"Annelida";
"Chaetopteridae indet.";"Bottom Fauna";"Annelida";
"Chaetopterus norvegicus";"Bottom Fauna";"Annelida";
"Chaetopterus sarsi";"Bottom Fauna";"Annelida";
"Chaetopterus sp.";"Bottom Fauna";"Annelida";
"Chaetozone setosa";"Bottom Fauna";"Annelida";
"Chaetozone sp.";"Bottom Fauna";"Annelida";
"CHONE";"Bottom Fauna";"Annelida";
"Chone duneri";"Bottom Fauna";"Annelida";
"Chone fauveli";"Bottom Fauna";"Annelida";
"Chone longocirrata";"Bottom Fauna";"Annelida";
"Chone sp.";"Bottom Fauna";"Annelida";
"CIRRATULIDAE";"Bottom Fauna";"Annelida";
"Cirratulidae indet.";"Bottom Fauna";"Annelida";
"Cirratulus cirratus";"Bottom Fauna";"Annelida";
"Cirratulus filiformis";"Bottom Fauna";"Annelida";
"Cirratulus sp.";"Bottom Fauna";"Annelida";
"Cirriformia tentaculata";"Bottom Fauna";"Annelida";
"Cirrophorus lyra";"Bottom Fauna";"Annelida";
"Cossura longocirrata";"Bottom Fauna";"Annelida";
"CTENODRILLIDAE";"Bottom Fauna";"Annelida";
"Dasybranchus caducus";"Bottom Fauna";"Annelida";
"Diplocirrus glaucus";"Bottom Fauna";"Annelida";
"Diplocirrus hirsutus";"Bottom Fauna";"Annelida";
"Diplocirrus sp.";"Bottom Fauna";"Annelida";
"Dodecaceria concharum";"Bottom Fauna";"Annelida";
"Drilonereis filum";"Bottom Fauna";"Annelida";
"ENCHYTRAEIDAE";"Bottom Fauna";"Annelida";
"Enchytraeidae indet.";"Bottom Fauna";"Annelida";
"Enipo kinbergi";"Bottom Fauna";"Annelida";
"Ephesiella abyssorum";"Bottom Fauna";"Annelida";
"Erpobdella lineata";"Bottom Fauna";"Annelida";
"Erpobdella octoculata";"Bottom Fauna";"Annelida";
"Eteone barbata";"Bottom Fauna";"Annelida";
"Eteone flava";"Bottom Fauna";"Annelida";
"Eteone foliosa";"Bottom Fauna";"Annelida";
"Eteone longa";"Bottom Fauna";"Annelida";
"Eteone picta";"Bottom Fauna";"Annelida";
"Eteone sp.";"Bottom Fauna";"Annelida";
"Eteone spetsbergensis";"Bottom Fauna";"Annelida";
"Euchone analis";"Bottom Fauna";"Annelida";
"Euchone papillosa";"Bottom Fauna";"Annelida";
"Euchone sp.";"Bottom Fauna";"Annelida";
"Euclymene droebachiensis";"Bottom Fauna";"Annelida";
"Euclymene sp.";"Bottom Fauna";"Annelida";
"Eulalia bilineata";"Bottom Fauna";"Annelida";
"Eulalia sp.";"Bottom Fauna";"Annelida";
"Eulalia viridis";"Bottom Fauna";"Annelida";
"Eumida bahusiensis";"Bottom Fauna";"Annelida";
"Eumida ockelmanni";"Bottom Fauna";"Annelida";
"Eumida punctifera";"Bottom Fauna";"Annelida";
"Eumida sanguinea";"Bottom Fauna";"Annelida";
"Eumida sp.";"Bottom Fauna";"Annelida";
"EUNEREIS";"Bottom Fauna";"Annelida";
"Eunereis elitoralis";"Bottom Fauna";"Annelida";
"Eunereis longissima";"Bottom Fauna";"Annelida";
"Eunice norvegica";"Bottom Fauna";"Annelida";
"Eunice pennata";"Bottom Fauna";"Annelida";
"Eunoe nodosa";"Bottom Fauna";"Annelida";
"Eupolymnia nebulosa";"Bottom Fauna";"Annelida";
"Eupolymnia nesidensis";"Bottom Fauna";"Annelida";
"Eusyllinae indet.";"Bottom Fauna";"Annelida";
"Eusyllis blomstrandi";"Bottom Fauna";"Annelida";
"Euzonus flabelligerus";"Bottom Fauna";"Annelida";
"Exogone dispar";"Bottom Fauna";"Annelida";
"Exogone hebes";"Bottom Fauna";"Annelida";
"Exogone naidina";"Bottom Fauna";"Annelida";
"Exogone sp.";"Bottom Fauna";"Annelida";
"Exogone verugera";"Bottom Fauna";"Annelida";
"Fabricia sp.";"Bottom Fauna";"Annelida";
"Fabricia stellaris";"Bottom Fauna";"Annelida";
"Fabriciinae indet.";"Bottom Fauna";"Annelida";
"Fabriciola baltica";"Bottom Fauna";"Annelida";
"Flabelligera affinis";"Bottom Fauna";"Annelida";
"Flabelligeridae indet.";"Bottom Fauna";"Annelida";
"Galathowenia oculata";"Bottom Fauna";"Annelida";
"Gattyana amondseni";"Bottom Fauna";"Annelida";
"Gattyana cirrosa";"Bottom Fauna";"Annelida";
"Gattyana sp.";"Bottom Fauna";"Annelida";
"Glossiphonia complanata";"Bottom Fauna";"Annelida";
"Glycera alba";"Bottom Fauna";"Annelida";
"Glycera capitata";"Bottom Fauna";"Annelida";
"Glycera celtica";"Bottom Fauna";"Annelida";
"Glycera gigantea";"Bottom Fauna";"Annelida";
"Glycera lapidum";"Bottom Fauna";"Annelida";
"Glycera rouxii";"Bottom Fauna";"Annelida";
"Glycera sp.";"Bottom Fauna";"Annelida";
"Glycera tesselata";"Bottom Fauna";"Annelida";
"Glycinde nordmanni";"Bottom Fauna";"Annelida";
"Goniada maculata";"Bottom Fauna";"Annelida";
"Goniada norvegica";"Bottom Fauna";"Annelida";
"Goniada pallida";"Bottom Fauna";"Annelida";
"Goniada sp.";"Bottom Fauna";"Annelida";
"Goniadella bobretzkii";"Bottom Fauna";"Annelida";
"Gyptis rosea";"Bottom Fauna";"Annelida";
"Gyptis sp.";"Bottom Fauna";"Annelida";
"Harmothoe antilopes";"Bottom Fauna";"Annelida";
"Harmothoe elisabethae";"Bottom Fauna";"Annelida";
"Harmothoe fragilis";"Bottom Fauna";"Annelida";
"Harmothoe glabra";"Bottom Fauna";"Annelida";
"Harmothoe imbricata";"Bottom Fauna";"Annelida";
"Harmothoe impar";"Bottom Fauna";"Annelida";
"Harmothoe ljungmani";"Bottom Fauna";"Annelida";
"Harmothoe lunulata";"Bottom Fauna";"Annelida";
"Harmothoe sp.";"Bottom Fauna";"Annelida";
"Hauchiella tibullata";"Bottom Fauna";"Annelida";
"Hediste diversicolor";"Bottom Fauna";"Annelida";
"Hediste sp.";"Bottom Fauna";"Annelida";
"Helobdella stagnalis";"Bottom Fauna";"Annelida";
"Hemigrapsus takanoi";"Bottom Fauna";"Annelida";
"HESIONIDAE";"Bottom Fauna";"Annelida";
"Hesionidae indet.";"Bottom Fauna";"Annelida";
"Hesionides sp.";"Bottom Fauna";"Annelida";
"Heteromastus filiformis";"Bottom Fauna";"Annelida";
"Heteromastus sp.";"Bottom Fauna";"Annelida";
"Hirudinea indet.";"Bottom Fauna";"Annelida";
"Hyalinoecia tubicola";"Bottom Fauna";"Annelida";
"Hydroides norvegica";"Bottom Fauna";"Annelida";
"Kefersteinia cirrata";"Bottom Fauna";"Annelida";
"Lagisca propinqua";"Bottom Fauna";"Annelida";
"Lanassa venusta";"Bottom Fauna";"Annelida";
"Lanice conchilega";"Bottom Fauna";"Annelida";
"Laonice bahusiensis";"Bottom Fauna";"Annelida";
"Laonice cirrata";"Bottom Fauna";"Annelida";
"Laonice sp.";"Bottom Fauna";"Annelida";
"Laonome kröyeri";"Bottom Fauna";"Annelida";
"Lepidonotus squamatus";"Bottom Fauna";"Annelida";
"Levinsenia gracilis";"Bottom Fauna";"Annelida";
"Limnodrilus sp.";"Bottom Fauna";"Annelida";
"Lipobranchus jeffreysii";"Bottom Fauna";"Annelida";
"Lumbriclymene minor";"Bottom Fauna";"Annelida";
"Lumbriclymene sp.";"Bottom Fauna";"Annelida";
"Lumbriculus variegatus";"Bottom Fauna";"Annelida";
"LUMBRINERIDAE";"Bottom Fauna";"Annelida";
"Lumbrineris fragilis";"Bottom Fauna";"Annelida";
"Lumbrineris gracilis";"Bottom Fauna";"Annelida";
"Lumbrineris latreilli";"Bottom Fauna";"Annelida";
"Lumbrineris sp.";"Bottom Fauna";"Annelida";
"Lumbrineris tetraura";"Bottom Fauna";"Annelida";
"Lysilla loveni";"Bottom Fauna";"Annelida";
"Lysippe labiata";"Bottom Fauna";"Annelida";
"Magelona alleni";"Bottom Fauna";"Annelida";
"Magelona filiformis";"Bottom Fauna";"Annelida";
"Magelona minuta";"Bottom Fauna";"Annelida";
"Magelona mirabilis";"Bottom Fauna";"Annelida";
"Magelona sp.";"Bottom Fauna";"Annelida";
"Malacoceros fuliginosus";"Bottom Fauna";"Annelida";
"Malacoceros sp.";"Bottom Fauna";"Annelida";
"Malacoceros tetracerus";"Bottom Fauna";"Annelida";
"Malacoceros vulgaris";"Bottom Fauna";"Annelida";
"Maldane sarsi";"Bottom Fauna";"Annelida";
"MALDANIDAE";"Bottom Fauna";"Annelida";
"Maldanidae indet.";"Bottom Fauna";"Annelida";
"Manayunkia aestuarina";"Bottom Fauna";"Annelida";
"MARENZELLERIA";"Bottom Fauna";"Annelida";
"Marenzelleria neglecta";"Bottom Fauna";"Annelida";
"Marenzelleria sp.";"Bottom Fauna";"Annelida";
"Marenzelleria viridis";"Bottom Fauna";"Annelida";
"Marenzelleria wireni";"Bottom Fauna";"Annelida";
"Mediomastus fragilis";"Bottom Fauna";"Annelida";
"Mediomastus sp.";"Bottom Fauna";"Annelida";
"Melinna cristata";"Bottom Fauna";"Annelida";
"Microphthalmus aberrans";"Bottom Fauna";"Annelida";
"Microphthalmus fragilis";"Bottom Fauna";"Annelida";
"Microphthalmus listensis";"Bottom Fauna";"Annelida";
"Microphthalmus sczelkowii";"Bottom Fauna";"Annelida";
"Microphthalmus similis";"Bottom Fauna";"Annelida";
"Microphthalmus sp.";"Bottom Fauna";"Annelida";
"Myriochele heeri";"Bottom Fauna";"Annelida";
"Myriochele sp.";"Bottom Fauna";"Annelida";
"Myxicola infundibulum";"Bottom Fauna";"Annelida";
"Naididae indet.";"Bottom Fauna";"Annelida";
"Nais sp.";"Bottom Fauna";"Annelida";
"Neanthes grandis";"Bottom Fauna";"Annelida";
"Neanthes sp.";"Bottom Fauna";"Annelida";
"Neanthes succinea";"Bottom Fauna";"Annelida";
"Neanthes virens";"Bottom Fauna";"Annelida";
"Neoamphitrite affinis";"Bottom Fauna";"Annelida";
"Neoamphitrite figulus";"Bottom Fauna";"Annelida";
"Neoamphitrite sp.";"Bottom Fauna";"Annelida";
"Nephtys assimilis";"Bottom Fauna";"Annelida";
"Nephtys caeca";"Bottom Fauna";"Annelida";
"Nephtys ciliata";"Bottom Fauna";"Annelida";
"Nephtys cirrosa";"Bottom Fauna";"Annelida";
"Nephtys hombergii";"Bottom Fauna";"Annelida";
"Nephtys incisa";"Bottom Fauna";"Annelida";
"Nephtys kersivalensis";"Bottom Fauna";"Annelida";
"Nephtys longosetosa";"Bottom Fauna";"Annelida";
"Nephtys paradoxa";"Bottom Fauna";"Annelida";
"Nephtys pente";"Bottom Fauna";"Annelida";
"Nephtys sp.";"Bottom Fauna";"Annelida";
"NEREIDIDAE";"Bottom Fauna";"Annelida";
"Nereididae indet.";"Bottom Fauna";"Annelida";
"Nereimyra punctata";"Bottom Fauna";"Annelida";
"Nereiphylla lutea";"Bottom Fauna";"Annelida";
"NEREIS";"Bottom Fauna";"Annelida";
"Nereis pelagica";"Bottom Fauna";"Annelida";
"Nereis sp.";"Bottom Fauna";"Annelida";
"Nicolea zostericola";"Bottom Fauna";"Annelida";
"Nicomache lumbricalis";"Bottom Fauna";"Annelida";
"Nicomache sp.";"Bottom Fauna";"Annelida";
"Nicomache trispinata";"Bottom Fauna";"Annelida";
"Notomastus latericeus";"Bottom Fauna";"Annelida";
"Notomastus sp.";"Bottom Fauna";"Annelida";
"Oligochaeta indet.";"Bottom Fauna";"Annelida";
"OLIGOCHAETA, Børsteorme";"Bottom Fauna";"Annelida";
"OPHELIA";"Bottom Fauna";"Annelida";
"Ophelia borealis";"Bottom Fauna";"Annelida";
"Ophelia rathkei";"Bottom Fauna";"Annelida";
"Ophelidae indet.";"Bottom Fauna";"Annelida";
"Ophelina abranchiata";"Bottom Fauna";"Annelida";
"Ophelina acuminata";"Bottom Fauna";"Annelida";
"Ophelina norvegica";"Bottom Fauna";"Annelida";
"Ophelina sp.";"Bottom Fauna";"Annelida";
"Ophiodromus flexuosus";"Bottom Fauna";"Annelida";
"Orbinia sertulata";"Bottom Fauna";"Annelida";
"Orbinia sp.";"Bottom Fauna";"Annelida";
"ORBINIIDAE";"Bottom Fauna";"Annelida";
"Owenia fusiformis";"Bottom Fauna";"Annelida";
"Oweniidae indet.";"Bottom Fauna";"Annelida";
"Panthalis oerstedi";"Bottom Fauna";"Annelida";
"Paradoneis sp.";"Bottom Fauna";"Annelida";
"Paramphinome jeffreysii";"Bottom Fauna";"Annelida";
"Paranais litoralis";"Bottom Fauna";"Annelida";
"PARAONIDAE";"Bottom Fauna";"Annelida";
"Paraonidae indet.";"Bottom Fauna";"Annelida";
"Paraonis fulgens";"Bottom Fauna";"Annelida";
"Paraonis sp.";"Bottom Fauna";"Annelida";
"Pectinaria auricoma";"Bottom Fauna";"Annelida";
"Pectinaria belgica";"Bottom Fauna";"Annelida";
"Pectinaria hyperborea";"Bottom Fauna";"Annelida";
"Pectinaria koreni";"Bottom Fauna";"Annelida";
"Pectinaria sp.";"Bottom Fauna";"Annelida";
"Pectinariidae indet.";"Bottom Fauna";"Annelida";
"Petaloproctus tenuis borealis";"Bottom Fauna";"Annelida";
"Pettibonesia furcosetosa";"Bottom Fauna";"Annelida";
"Pherusa falcata";"Bottom Fauna";"Annelida";
"Pherusa plumosa";"Bottom Fauna";"Annelida";
"Pholoe assimilis";"Bottom Fauna";"Annelida";
"Pholoe baltica";"Bottom Fauna";"Annelida";
"Pholoe inornata";"Bottom Fauna";"Annelida";
"Pholoe minuta";"Bottom Fauna";"Annelida";
"Pholoe pallida";"Bottom Fauna";"Annelida";
"Pholoe sp.";"Bottom Fauna";"Annelida";
"Phyllodoce groenlandica";"Bottom Fauna";"Annelida";
"Phyllodoce longipes";"Bottom Fauna";"Annelida";
"Phyllodoce maculata";"Bottom Fauna";"Annelida";
"Phyllodoce mucosa";"Bottom Fauna";"Annelida";
"Phyllodoce rosea";"Bottom Fauna";"Annelida";
"Phyllodoce sp.";"Bottom Fauna";"Annelida";
"PHYLLODOCIDAE";"Bottom Fauna";"Annelida";
"Phyllodocidae indet.";"Bottom Fauna";"Annelida";
"Phylo norvegica";"Bottom Fauna";"Annelida";
"Piscicola geometra";"Bottom Fauna";"Annelida";
"Pisione remota";"Bottom Fauna";"Annelida";
"Pista cristata";"Bottom Fauna";"Annelida";
"Platynereis dumerilii";"Bottom Fauna";"Annelida";
"Podarkeopsis helgolandicus";"Bottom Fauna";"Annelida";
"Poecilochaetus serpens";"Bottom Fauna";"Annelida";
"Polychaeta indet.";"Bottom Fauna";"Annelida";
"Polycirrus medusa";"Bottom Fauna";"Annelida";
"Polycirrus norvegicus";"Bottom Fauna";"Annelida";
"Polycirrus plumosus";"Bottom Fauna";"Annelida";
"Polycirrus sp.";"Bottom Fauna";"Annelida";
"POLYDORA";"Bottom Fauna";"Annelida";
"Polydora caeca";"Bottom Fauna";"Annelida";
"Polydora caulleryi";"Bottom Fauna";"Annelida";
"Polydora ciliata";"Bottom Fauna";"Annelida";
"Polydora cornuta";"Bottom Fauna";"Annelida";
"Polydora quadrilobata";"Bottom Fauna";"Annelida";
"Polydora sp.";"Bottom Fauna";"Annelida";
"Polygordius appendiculatus";"Bottom Fauna";"Annelida";
"Polygordius lacteus";"Bottom Fauna";"Annelida";
"Polygordius sp.";"Bottom Fauna";"Annelida";
"POLYNOIDAE";"Bottom Fauna";"Annelida";
"Polynoidae indet.";"Bottom Fauna";"Annelida";
"Polyphysia crassa";"Bottom Fauna";"Annelida";
"Pomatoceros triqueter";"Bottom Fauna";"Annelida";
"Potamilla sp.";"Bottom Fauna";"Annelida";
"Praxillella affinis";"Bottom Fauna";"Annelida";
"Praxillella praetermissa";"Bottom Fauna";"Annelida";
"Praxillella sp.";"Bottom Fauna";"Annelida";
"Praxillura longissima";"Bottom Fauna";"Annelida";
"Prionospio banyulensis";"Bottom Fauna";"Annelida";
"Prionospio cirrifera";"Bottom Fauna";"Annelida";
"Prionospio fallax";"Bottom Fauna";"Annelida";
"Prionospio multibranchiata";"Bottom Fauna";"Annelida";
"Prionospio sp.";"Bottom Fauna";"Annelida";
"Prionospio steenstrupi";"Bottom Fauna";"Annelida";
"Proceraea cornuta";"Bottom Fauna";"Annelida";
"Proclea graffi";"Bottom Fauna";"Annelida";
"Protodorvillea kefersteini";"Bottom Fauna";"Annelida";
"Psammodrilus balanoglossoides";"Bottom Fauna";"Annelida";
"Pseudobrania limbata";"Bottom Fauna";"Annelida";
"Pseudomystides limbata";"Bottom Fauna";"Annelida";
"Pseudopolydora antennata";"Bottom Fauna";"Annelida";
"Pseudopolydora pulchra";"Bottom Fauna";"Annelida";
"Pseudopolydora sp.";"Bottom Fauna";"Annelida";
"Pseudopotamilla reniformis";"Bottom Fauna";"Annelida";
"Pygospio elegans";"Bottom Fauna";"Annelida";
"Pygospio sp.";"Bottom Fauna";"Annelida";
"Rhodine gracilior";"Bottom Fauna";"Annelida";
"Rhodine loveni";"Bottom Fauna";"Annelida";
"Rhodine sp.";"Bottom Fauna";"Annelida";
"Sabella crassicornis";"Bottom Fauna";"Annelida";
"Sabella pavonina";"Bottom Fauna";"Annelida";
"Sabella sp.";"Bottom Fauna";"Annelida";
"SABELLIDAE";"Bottom Fauna";"Annelida";
"Sabellidae indet.";"Bottom Fauna";"Annelida";
"Sabellides octocirrata";"Bottom Fauna";"Annelida";
"Scalibregma inflatum";"Bottom Fauna";"Annelida";
"SCALIBREGMIDAE";"Bottom Fauna";"Annelida";
"Scionella lornensis";"Bottom Fauna";"Annelida";
"Scolelepis bonnieri";"Bottom Fauna";"Annelida";
"Scolelepis foliosa";"Bottom Fauna";"Annelida";
"Scolelepis sp.";"Bottom Fauna";"Annelida";
"Scolelepis squamata";"Bottom Fauna";"Annelida";
"Scolelepis tridentata";"Bottom Fauna";"Annelida";
"Scoloplos armiger";"Bottom Fauna";"Annelida";
"SERPULIDAE";"Bottom Fauna";"Annelida";
"Serpulidae indet.";"Bottom Fauna";"Annelida";
"Sigalion mathildae";"Bottom Fauna";"Annelida";
"Sigalionidae indet.";"Bottom Fauna";"Annelida";
"Sige fusigera";"Bottom Fauna";"Annelida";
"Sosane sp.";"Bottom Fauna";"Annelida";
"Sosane sulcata";"Bottom Fauna";"Annelida";
"Sphaerodoridae indet.";"Bottom Fauna";"Annelida";
"Sphaerodoridium sp.";"Bottom Fauna";"Annelida";
"Sphaerodoropsis balticum";"Bottom Fauna";"Annelida";
"Sphaerodoropsis disticha";"Bottom Fauna";"Annelida";
"Sphaerodoropsis minuta";"Bottom Fauna";"Annelida";
"Sphaerodoropsis philippi";"Bottom Fauna";"Annelida";
"Sphaerodoropsis sp.";"Bottom Fauna";"Annelida";
"Sphaerodorum flavum";"Bottom Fauna";"Annelida";
"Sphaerosyllis erinaceus";"Bottom Fauna";"Annelida";
"Sphaerosyllis hystrix";"Bottom Fauna";"Annelida";
"Sphaerosyllis sp.";"Bottom Fauna";"Annelida";
"Sphaerosyllis tetralix";"Bottom Fauna";"Annelida";
"Spio armata";"Bottom Fauna";"Annelida";
"Spio filicornis";"Bottom Fauna";"Annelida";
"Spio goniocephala";"Bottom Fauna";"Annelida";
"Spio martinensis";"Bottom Fauna";"Annelida";
"Spio sp.";"Bottom Fauna";"Annelida";
"Spiochaetopterus typicus";"Bottom Fauna";"Annelida";
"Spionidae indet.";"Bottom Fauna";"Annelida";
"SPIONIIDAE";"Bottom Fauna";"Annelida";
"Spiophanes bombyx";"Bottom Fauna";"Annelida";
"Spiophanes kröyeri";"Bottom Fauna";"Annelida";
"Spiophanes sp.";"Bottom Fauna";"Annelida";
"Spirorbinae indet.";"Bottom Fauna";"Annelida";
"Spirorbis sp.";"Bottom Fauna";"Annelida";
"Spirorbis spirorbis";"Bottom Fauna";"Annelida";
"Sthenelais boa";"Bottom Fauna";"Annelida";
"Sthenelais limicola";"Bottom Fauna";"Annelida";
"Sthenelais sp.";"Bottom Fauna";"Annelida";
"Streblosoma bairdi";"Bottom Fauna";"Annelida";
"Streblosoma intestinale";"Bottom Fauna";"Annelida";
"Streblospio shrubsolii";"Bottom Fauna";"Annelida";
"Streptosyllis websteri";"Bottom Fauna";"Annelida";
"SYLLIDAE";"Bottom Fauna";"Annelida";
"Syllidae indet.";"Bottom Fauna";"Annelida";
"Syllidia armata";"Bottom Fauna";"Annelida";
"Syllidia sp.";"Bottom Fauna";"Annelida";
"Synelmis klatti";"Bottom Fauna";"Annelida";
"TEREBELLIDAE";"Bottom Fauna";"Annelida";
"Terebellidae indet.";"Bottom Fauna";"Annelida";
"Terebellides sp.";"Bottom Fauna";"Annelida";
"Terebellides stroemi";"Bottom Fauna";"Annelida";
"Tharyx killariensis";"Bottom Fauna";"Annelida";
"Tharyx marioni";"Bottom Fauna";"Annelida";
"Tharyx sp.";"Bottom Fauna";"Annelida";
"Tharyx vivipara";"Bottom Fauna";"Annelida";
"Thelepus cincinnatus";"Bottom Fauna";"Annelida";
"Travisia forbesii";"Bottom Fauna";"Annelida";
"Trichobranchidae indet.";"Bottom Fauna";"Annelida";
"Trichobranchus glacialis";"Bottom Fauna";"Annelida";
"Trichobranchus roseus";"Bottom Fauna";"Annelida";
"Trichobranchus sp.";"Bottom Fauna";"Annelida";
"Trochochaeta multisetosa";"Bottom Fauna";"Annelida";
"Trochochaeta sp.";"Bottom Fauna";"Annelida";
"TROCHOCHAETIDAE";"Bottom Fauna";"Annelida";
"Trochochaetidae indet.";"Bottom Fauna";"Annelida";
"Tubifex costatus";"Bottom Fauna";"Annelida";
"Tubifex sp.";"Bottom Fauna";"Annelida";
"Tubificidae indet.";"Bottom Fauna";"Annelida";
"Tubificoides amplivasatus";"Bottom Fauna";"Annelida";
"Tubificoides benedii";"Bottom Fauna";"Annelida";
"Tubificoides sp.";"Bottom Fauna";"Annelida";
"Typosyllis armillaris";"Bottom Fauna";"Annelida";
"Typosyllis cornuta";"Bottom Fauna";"Annelida";
"Typosyllis sp.";"Bottom Fauna";"Annelida";
"Ablabesmyia monilis";"Bottom Fauna";"Arthropoda";
"Acanthocythereis dunelmensis";"Bottom Fauna";"Arthropoda";
"Acartia sp.";"Bottom Fauna";"Arthropoda";
"Acentria ephemerella";"Bottom Fauna";"Arthropoda";
"Acentropinae indet.";"Bottom Fauna";"Arthropoda";
"Acentropus niveus";"Bottom Fauna";"Arthropoda";
"Acidostoma obesum";"Bottom Fauna";"Arthropoda";
"Acidostoma sarsi";"Bottom Fauna";"Arthropoda";
"Ampelisca anomala";"Bottom Fauna";"Arthropoda";
"Ampelisca brevicornis";"Bottom Fauna";"Arthropoda";
"Ampelisca diadema";"Bottom Fauna";"Arthropoda";
"Ampelisca macrocephala";"Bottom Fauna";"Arthropoda";
"Ampelisca sp.";"Bottom Fauna";"Arthropoda";
"Ampelisca spinipes";"Bottom Fauna";"Arthropoda";
"Ampelisca tenuicornis";"Bottom Fauna";"Arthropoda";
"Ampelisca typica";"Bottom Fauna";"Arthropoda";
"Ampelliscidae indet.";"Bottom Fauna";"Arthropoda";
"Amphilochoides odontonyx";"Bottom Fauna";"Arthropoda";
"Amphilochoides serratipes";"Bottom Fauna";"Arthropoda";
"Amphilochus manudens";"Bottom Fauna";"Arthropoda";
"AMPHIPODA";"Bottom Fauna";"Arthropoda";
"Amphipoda indet.";"Bottom Fauna";"Arthropoda";
"Ampithoe rubricata";"Bottom Fauna";"Arthropoda";
"Anapapagurus chiroacanthus";"Bottom Fauna";"Arthropoda";
"Anomura indet.";"Bottom Fauna";"Arthropoda";
"Anoplodactylus petiolatus";"Bottom Fauna";"Arthropoda";
"ANTHURIDAE";"Bottom Fauna";"Arthropoda";
"Aora typica";"Bottom Fauna";"Arthropoda";
"Aoridae indet.";"Bottom Fauna";"Arthropoda";
"Apherusa bispinosa";"Bottom Fauna";"Arthropoda";
"Apherusa sp.";"Bottom Fauna";"Arthropoda";
"Apohyale prevostii";"Bottom Fauna";"Arthropoda";
"Arachnida indet.";"Bottom Fauna";"Arthropoda";
"Arcturella dilatata";"Bottom Fauna";"Arthropoda";
"Argissa hamatipes";"Bottom Fauna";"Arthropoda";
"Argulus foliaceus";"Bottom Fauna";"Arthropoda";
"Ascidicola rosea";"Bottom Fauna";"Arthropoda";
"Asellus aquaticus";"Bottom Fauna";"Arthropoda";
"Astacilla longicornis";"Bottom Fauna";"Arthropoda";
"Asterope norvegica";"Bottom Fauna";"Arthropoda";
